Year_;Month_;Organization;Region;Country;Type;Spend;Leads Eligible - Total;Offline Spend per Leads Methodology;Offline Spend Real
2024;12;Open English Junior;LATAM;Honduras;Direct;$ 0;11;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Honduras;Agent Created;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Honduras;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Honduras;Mobile App;$ 0;17;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Honduras;TV Cable;$ 197;0;$ 197.15;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;SEM-Brand;$ 1,305;296;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;SEO;$ 0;52;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;Direct;$ 0;79;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;Agent Created;$ 0;25;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;Unknown;$ 0;7;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;Mobile App;$ 0;77;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Mexico;TV Cable;$ 2,247;0;$ 2,246.85;$ 2,156.16
2024;12;Open English Junior;LATAM;Nicaragua;SEM-Brand;$ 11;13;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Nicaragua;SEO;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Nicaragua;Direct;$ 0;4;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Nicaragua;Mobile App;$ 0;10;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Nicaragua;TV Cable;$ 93;0;$ 93.03;$ 0.00
2024;12;Open English Junior;LATAM;Panama;SEM-Brand;$ 58;30;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Panama;SEO;$ 0;5;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Panama;Direct;$ 0;3;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Panama;Agent Created;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Panama;Mobile App;$ 0;5;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Panama;TV Cable;$ 98;0;$ 98.15;$ 0.00
2024;12;Open English Junior;LATAM;Paraguay;SEM-Brand;$ 2;13;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Paraguay;Direct;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Paraguay;Mobile App;$ 0;7;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Paraguay;TV Cable;$ 110;0;$ 109.82;$ 0.00
2024;12;Open English Junior;LATAM;Peru;SEM-Brand;$ 344;197;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;SEO;$ 0;39;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;Direct;$ 0;38;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;Agent Created;$ 0;16;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;Unknown;$ 0;9;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;Mobile App;$ 0;16;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Peru;TV Cable;$ 1,082;0;$ 1,082.13;$ 0.00
2024;12;Open English Junior;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 10,427.46
2024;12;Open English Junior;LATAM;Uruguay;SEM-Brand;$ 12;12;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Uruguay;SEO;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Uruguay;Direct;$ 0;3;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Uruguay;Mobile App;$ 0;3;$ 0.00;$ 0.00
2024;12;Open English Junior;LATAM;Uruguay;TV Cable;$ 139;0;$ 138.62;$ 0.00
2024;12;Open English Junior;US_PR;United States;SEM-Brand;$ 663;52;$ 0.00;$ 0.00
2024;12;Open English Junior;US_PR;United States;SEO;$ 0;25;$ 0.00;$ 0.00
2024;12;Open English Junior;US_PR;United States;Direct;$ 0;8;$ 0.00;$ 0.00
2024;12;Open English Junior;US_PR;United States;Agent Created;$ 0;20;$ 0.00;$ 0.00
2024;12;Open English Junior;US_PR;United States;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;12;Open English Junior;US_PR;United States;Mobile App;$ 0;42;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;SEM-Brand;$ 77,945;14,082;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;SEO;$ 0;5,842;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;Direct;$ 0;1,155;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;Agent Created;$ 0;369;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;Unknown;$ 2,829;572;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;BrandLift Media;$ 41,354;3;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;ChatGPT;$ 0;39;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;Desktop LP Login;$ 0;294;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;Mobile App;$ 0;830;$ 0.00;$ 0.00
2025;1;OE;Brazil;Brazil;TV Cable;$ 316,547;0;$ 316,547.20;$ 316,547.20
2025;1;OE;LATAM;Argentina;SEM-Brand;$ 10,387;2,591;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;SEO;$ 0;788;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;Direct;$ 0;244;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;Agent Created;$ 0;142;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;Unknown;$ 0;165;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;ChatGPT;$ 0;10;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;Desktop LP Login;$ 0;20;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;Mobile App;$ 0;301;$ 0.00;$ 0.00
2025;1;OE;LATAM;Argentina;TV Cable;$ 84,851;0;$ 84,850.65;$ 92,681.46
2025;1;OE;LATAM;Bolivia;SEM-Brand;$ 861;196;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;SEO;$ 0;28;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;Direct;$ 0;13;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;Agent Created;$ 0;5;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;Unknown;$ 0;9;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;Mobile App;$ 0;44;$ 0.00;$ 0.00
2025;1;OE;LATAM;Bolivia;TV Cable;$ 5,608;0;$ 5,607.64;$ 0.00
2025;1;OE;LATAM;Chile;SEM-Brand;$ 19,816;2,539;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;SEO;$ 0;360;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;Direct;$ 0;131;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;Agent Created;$ 0;77;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;Unknown;$ 0;122;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;BrandLift Media;$ 45,594;43;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;BrandLift Production;$ 10,000;0;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;ChatGPT;$ 0;5;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;Desktop LP Login;$ 0;43;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;Mobile App;$ 0;158;$ 0.00;$ 0.00
2025;1;OE;LATAM;Chile;TV Cable;$ 62,210;0;$ 62,210.19;$ 0.00
2025;1;OE;LATAM;Chile;TV Open Air;$ 14,297;0;$ 14,297.22;$ 14,297.22
2025;1;OE;LATAM;Colombia;SEM-Brand;$ 96,198;9,335;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;SEO;$ 0;1,070;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;Direct;$ 0;456;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;Agent Created;$ 0;451;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;Unknown;$ 0;340;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;BrandLift Media;$ 5;0;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;ChatGPT;$ 0;14;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;Desktop LP Login;$ 0;51;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;Mobile App;$ 0;1,044;$ 0.00;$ 0.00
2025;1;OE;LATAM;Colombia;TV Cable;$ 158,032;0;$ 158,031.97;$ 0.00
2025;1;OE;LATAM;Colombia;TV Open Air;$ 99,685;0;$ 99,684.74;$ 99,684.74
2025;1;OE;LATAM;Costa Rica;SEM-Brand;$ 5,508;450;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;SEO;$ 0;90;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;Direct;$ 0;31;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;Agent Created;$ 0;16;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;Unknown;$ 0;22;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;BrandLift Media;$ 0;1;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;ChatGPT;$ 0;3;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;Desktop LP Login;$ 0;7;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;Mobile App;$ 0;125;$ 0.00;$ 0.00
2025;1;OE;LATAM;Costa Rica;TV Cable;$ 17,227;0;$ 17,226.81;$ 0.00
2025;1;OE;LATAM;Dominican Republic;SEM-Brand;$ 2,020;363;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;SEO;$ 0;75;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;Direct;$ 0;38;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;Agent Created;$ 0;6;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;Unknown;$ 0;24;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;ChatGPT;$ 0;6;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;Desktop LP Login;$ 0;8;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;Mobile App;$ 0;161;$ 0.00;$ 0.00
2025;1;OE;LATAM;Dominican Republic;TV Cable;$ 19,635;0;$ 19,635.32;$ 0.00
2025;1;OE;LATAM;Ecuador;SEM-Brand;$ 3,561;463;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;SEO;$ 0;138;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;Direct;$ 0;46;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;Agent Created;$ 0;20;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;Unknown;$ 0;25;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;ChatGPT;$ 0;4;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;Desktop LP Login;$ 0;5;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;Mobile App;$ 0;139;$ 0.00;$ 0.00
2025;1;OE;LATAM;Ecuador;TV Cable;$ 14,320;0;$ 14,319.92;$ 0.00
2025;1;OE;LATAM;El Salvador;SEM-Brand;$ 3,993;282;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;SEO;$ 0;74;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;Direct;$ 0;25;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;Agent Created;$ 0;8;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;Unknown;$ 0;16;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;Mobile App;$ 0;82;$ 0.00;$ 0.00
2025;1;OE;LATAM;El Salvador;TV Cable;$ 12,049;0;$ 12,048.59;$ 0.00
2025;1;OE;LATAM;Guatemala;SEM-Brand;$ 4,396;782;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;SEO;$ 0;107;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;Direct;$ 0;146;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;Agent Created;$ 0;44;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;Unknown;$ 0;35;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;ChatGPT;$ 0;0;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;Desktop LP Login;$ 0;7;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;Mobile App;$ 0;301;$ 0.00;$ 0.00
2025;1;OE;LATAM;Guatemala;TV Cable;$ 27,011;0;$ 27,010.72;$ 0.00
2025;1;OE;LATAM;Honduras;SEM-Brand;$ 2,127;366;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;SEO;$ 0;60;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;Direct;$ 0;49;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;Agent Created;$ 0;13;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;Unknown;$ 0;15;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;BrandLift Media;$ 0;1;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;Desktop LP Login;$ 0;3;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;Mobile App;$ 0;105;$ 0.00;$ 0.00
2025;1;OE;LATAM;Honduras;TV Cable;$ 14,250;0;$ 14,249.65;$ 0.00
2025;1;OE;LATAM;Mexico;SEM-Brand;$ 83,724;8,543;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;SEO;$ 0;1,376;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;Direct;$ 0;771;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;Agent Created;$ 0;382;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;Unknown;$ 0;383;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;BrandLift Media;$ 0;2;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;ChatGPT;$ 0;19;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;Desktop LP Login;$ 0;74;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;Mobile App;$ 0;1,484;$ 0.00;$ 0.00
2025;1;OE;LATAM;Mexico;TV Cable;$ 337,300;0;$ 337,299.78;$ 330,229.82
2025;1;OE;LATAM;Nicaragua;SEM-Brand;$ 933;292;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;SEO;$ 0;28;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;Direct;$ 0;36;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;Agent Created;$ 0;8;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;Unknown;$ 0;9;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;Desktop LP Login;$ 0;4;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;Mobile App;$ 0;99;$ 0.00;$ 0.00
2025;1;OE;LATAM;Nicaragua;TV Cable;$ 12,545;0;$ 12,544.78;$ 0.00
2025;1;OE;LATAM;Panama;SEM-Brand;$ 1,004;269;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;SEO;$ 0;50;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;Direct;$ 0;212;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;Agent Created;$ 0;4;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;Unknown;$ 0;12;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;Mobile App;$ 0;64;$ 0.00;$ 0.00
2025;1;OE;LATAM;Panama;TV Cable;$ 9,491;0;$ 9,491.28;$ 0.00
2025;1;OE;LATAM;Paraguay;SEM-Brand;$ 596;190;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;SEO;$ 0;27;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;Direct;$ 0;38;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;Agent Created;$ 0;2;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;Unknown;$ 0;14;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;Mobile App;$ 0;43;$ 0.00;$ 0.00
2025;1;OE;LATAM;Paraguay;TV Cable;$ 8,970;0;$ 8,969.60;$ 0.00
2025;1;OE;LATAM;Peru;SEM-Brand;$ 9,623;1,418;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;SEO;$ 0;523;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;Direct;$ 0;127;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;Agent Created;$ 0;59;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;Unknown;$ 0;119;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;ChatGPT;$ 0;5;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;Desktop LP Login;$ 0;13;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;Mobile App;$ 0;211;$ 0.00;$ 0.00
2025;1;OE;LATAM;Peru;TV Cable;$ 36,292;0;$ 36,292.52;$ 0.00
2025;1;OE;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 431,054.39
2025;1;OE;LATAM;Uruguay;SEM-Brand;$ 850;257;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;SEO;$ 0;43;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;Direct;$ 0;10;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;Unknown;$ 0;20;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;Desktop LP Login;$ 0;3;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;Mobile App;$ 0;19;$ 0.00;$ 0.00
2025;1;OE;LATAM;Uruguay;TV Cable;$ 13,231;0;$ 13,231.36;$ 0.00
2025;1;OE;US_PR;United States;SEM-Brand;$ 97,200;3,273;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;SEO;$ 0;592;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;Direct;$ 0;392;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;Agent Created;$ 0;437;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;Unknown;$ 0;179;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;BrandLift Media;$ 103,494;67;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;BrandLift Production;$ 10,000;0;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;ChatGPT;$ 0;9;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;Desktop LP Login;$ 0;130;$ 0.00;$ 0.00
2025;1;OE;US_PR;United States;Mobile App;$ 0;1,461;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;SEM-Brand;$ 3,780;2,300;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;SEO;$ 0;707;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;Direct;$ 0;339;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;Agent Created;$ 0;61;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;Unknown;$ 0;42;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;ChatGPT;$ 0;9;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;Desktop LP Login;$ 0;10;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;Mobile App;$ 0;80;$ 0.00;$ 0.00
2025;1;Open English Junior;Brazil;Brazil;TV Cable;$ 90,602;0;$ 90,602.28;$ 90,602.28
2025;1;Open English Junior;LATAM;Argentina;SEM-Brand;$ 309;236;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;SEO;$ 0;55;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;Direct;$ 0;27;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;Agent Created;$ 0;16;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;Unknown;$ 0;7;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;Mobile App;$ 0;40;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Argentina;TV Cable;$ 9,572;0;$ 9,571.75;$ 8,021.14
2025;1;Open English Junior;LATAM;Bolivia;SEM-Brand;$ 39;21;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;SEO;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;Direct;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;Agent Created;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;Mobile App;$ 0;7;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Bolivia;TV Cable;$ 1,038;0;$ 1,037.75;$ 0.00
2025;1;Open English Junior;LATAM;Chile;SEM-Brand;$ 1,265;468;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;SEO;$ 0;81;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;Direct;$ 0;33;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;Agent Created;$ 0;36;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;Unknown;$ 0;11;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;BrandLift Media;$ 0;2;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;Mobile App;$ 0;33;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Chile;TV Cable;$ 18,879;0;$ 18,878.62;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;SEM-Brand;$ 7,506;1,706;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;SEO;$ 0;234;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;Direct;$ 0;163;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;Agent Created;$ 0;154;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;Unknown;$ 0;41;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;ChatGPT;$ 0;2;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;Mobile App;$ 0;262;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Colombia;TV Cable;$ 46,990;0;$ 46,990.05;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;SEM-Brand;$ 196;51;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;SEO;$ 0;9;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;Direct;$ 0;7;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;Agent Created;$ 0;4;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;Unknown;$ 0;3;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;Mobile App;$ 0;28;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Costa Rica;TV Cable;$ 1,544;0;$ 1,543.64;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;SEM-Brand;$ 124;48;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;SEO;$ 0;8;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;Direct;$ 0;3;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;Agent Created;$ 0;4;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;Unknown;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;Mobile App;$ 0;48;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Dominican Republic;TV Cable;$ 2,392;0;$ 2,391.76;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;SEM-Brand;$ 167;83;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;SEO;$ 0;14;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;Direct;$ 0;13;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;Agent Created;$ 0;9;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;Mobile App;$ 0;39;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Ecuador;TV Cable;$ 2,912;0;$ 2,911.61;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;SEM-Brand;$ 152;38;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;SEO;$ 0;6;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;Direct;$ 0;5;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;Agent Created;$ 0;2;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;Mobile App;$ 0;13;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;El Salvador;TV Cable;$ 1,554;0;$ 1,554.14;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;SEM-Brand;$ 497;116;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;SEO;$ 0;17;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;Direct;$ 0;34;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;Agent Created;$ 0;19;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;Unknown;$ 0;2;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;Mobile App;$ 0;33;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Guatemala;TV Cable;$ 3,665;0;$ 3,664.82;$ 0.00
2025;1;Open English Junior;LATAM;Honduras;SEM-Brand;$ 92;42;$ 0.00;$ 0.00
2025;1;Open English Junior;LATAM;Honduras;SEO;$ 0;2;$ 0.00;$ 0.00
