Year_;Month_;Organization;Region;Country;Type;Spend;Leads Eligible - Total;Offline Spend per Leads Methodology;Offline Spend Real
2024;6;Open English Junior;LATAM;Honduras;Unknown;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Honduras;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Honduras;Mobile App;$ 0;15;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Honduras;TV Cable;$ 492;0;$ 491.50;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;SEM-Brand;$ 1,871;390;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;SEO;$ 0;88;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;Direct;$ 0;62;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;Agent Created;$ 0;37;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;Unknown;$ 0;11;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;Mobile App;$ 0;83;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Mexico;TV Cable;$ 176;0;$ 176.03;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;SEM-Brand;$ 63;21;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;SEO;$ 0;4;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;Direct;$ 0;3;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;Agent Created;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;Mobile App;$ 0;13;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Nicaragua;TV Cable;$ 883;0;$ 882.82;$ 0.00
2024;6;Open English Junior;LATAM;Panama;SEM-Brand;$ 112;17;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Panama;SEO;$ 0;8;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Panama;Direct;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Panama;Agent Created;$ 0;3;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Panama;Mobile App;$ 0;5;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Panama;TV Cable;$ 476;0;$ 475.85;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;SEM-Brand;$ 0;28;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;SEO;$ 0;6;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;Direct;$ 0;4;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;Unknown;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;Mobile App;$ 0;5;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Paraguay;TV Cable;$ 251;0;$ 250.58;$ 0.00
2024;6;Open English Junior;LATAM;Peru;SEM-Brand;$ 597;211;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;SEO;$ 0;65;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;Direct;$ 0;18;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;Agent Created;$ 0;28;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;Unknown;$ 0;10;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;Mobile App;$ 0;34;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Peru;TV Cable;$ 4,293;0;$ 4,292.65;$ 0.00
2024;6;Open English Junior;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 27,692.64
2024;6;Open English Junior;LATAM;Uruguay;SEM-Brand;$ 34;20;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Uruguay;SEO;$ 0;6;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Uruguay;Direct;$ 0;1;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Uruguay;Mobile App;$ 0;1;$ 0.00;$ 0.00
2024;6;Open English Junior;LATAM;Uruguay;TV Cable;$ 408;0;$ 408.21;$ 0.00
2024;6;Open English Junior;US_PR;United States;SEM-Brand;$ 1,157;134;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;SEO;$ 0;45;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;Direct;$ 0;21;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;Agent Created;$ 0;62;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;Unknown;$ 0;8;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;6;Open English Junior;US_PR;United States;Mobile App;$ 0;100;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;SEM-Brand;$ 59,647;9,536;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;SEO;$ 0;3,707;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;Direct;$ 0;894;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;Agent Created;$ 0;167;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;Unknown;$ 414;376;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;Desktop LP Login;$ 0;191;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;Mobile App;$ 0;732;$ 0.00;$ 0.00
2024;7;OE;Brazil;Brazil;TV Cable;$ 330,104;0;$ 330,104.10;$ 330,104.10
2024;7;OE;LATAM;Argentina;SEM-Brand;$ 22,916;2,416;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;SEO;$ 0;835;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;Direct;$ 0;264;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;Agent Created;$ 0;164;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;Unknown;$ 52;134;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;Desktop LP Login;$ 0;16;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;Mobile App;$ 0;234;$ 0.00;$ 0.00
2024;7;OE;LATAM;Argentina;TV Cable;$ 95,594;0;$ 95,594.15;$ 103,225.45
2024;7;OE;LATAM;Bolivia;SEM-Brand;$ 1,342;175;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;SEO;$ 0;41;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;Direct;$ 0;8;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;Agent Created;$ 0;4;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;Unknown;$ 0;13;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;Mobile App;$ 0;31;$ 0.00;$ 0.00
2024;7;OE;LATAM;Bolivia;TV Cable;$ 6,335;0;$ 6,335.26;$ 0.00
2024;7;OE;LATAM;Chile;SEM-Brand;$ 29,797;2,049;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;SEO;$ 0;308;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;Direct;$ 0;125;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;Agent Created;$ 0;68;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;Unknown;$ 145;108;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;Desktop LP Login;$ 0;8;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;Mobile App;$ 0;69;$ 0.00;$ 0.00
2024;7;OE;LATAM;Chile;TV Cable;$ 50,463;0;$ 50,462.70;$ 0.00
2024;7;OE;LATAM;Colombia;SEM-Brand;$ 53,758;4,733;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;SEO;$ 0;646;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;Direct;$ 0;253;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;Agent Created;$ 0;298;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;Unknown;$ 632;209;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;Desktop LP Login;$ 0;23;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;Mobile App;$ 0;480;$ 0.00;$ 0.00
2024;7;OE;LATAM;Colombia;TV Cable;$ 138,458;0;$ 138,457.92;$ 0.00
2024;7;OE;LATAM;Costa Rica;SEM-Brand;$ 3,998;305;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;SEO;$ 0;75;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;Direct;$ 0;28;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;Agent Created;$ 0;11;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;Unknown;$ 98;12;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;Desktop LP Login;$ 0;5;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;Mobile App;$ 0;57;$ 0.00;$ 0.00
2024;7;OE;LATAM;Costa Rica;TV Cable;$ 15,345;0;$ 15,345.13;$ 0.00
2024;7;OE;LATAM;Dominican Republic;SEM-Brand;$ 2,952;348;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;SEO;$ 0;72;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;Direct;$ 0;45;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;Agent Created;$ 0;9;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;Unknown;$ 8;43;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;Mobile App;$ 0;226;$ 0.00;$ 0.00
2024;7;OE;LATAM;Dominican Republic;TV Cable;$ 18,211;0;$ 18,210.89;$ 0.00
2024;7;OE;LATAM;Ecuador;SEM-Brand;$ 5,943;355;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;SEO;$ 0;148;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;Direct;$ 0;44;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;Agent Created;$ 0;15;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;Unknown;$ 194;34;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;Desktop LP Login;$ 0;3;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;Mobile App;$ 0;104;$ 0.00;$ 0.00
2024;7;OE;LATAM;Ecuador;TV Cable;$ 20,584;0;$ 20,583.64;$ 0.00
2024;7;OE;LATAM;El Salvador;SEM-Brand;$ 1,078;198;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;SEO;$ 0;46;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;Direct;$ 0;60;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;Agent Created;$ 0;5;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;Unknown;$ 19;5;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;Desktop LP Login;$ 0;4;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;Mobile App;$ 0;54;$ 0.00;$ 0.00
2024;7;OE;LATAM;El Salvador;TV Cable;$ 8,808;0;$ 8,808.05;$ 0.00
2024;7;OE;LATAM;Guatemala;SEM-Brand;$ 3,572;482;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;SEO;$ 0;57;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;Direct;$ 0;60;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;Agent Created;$ 0;18;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;Unknown;$ 295;45;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;Mobile App;$ 0;126;$ 0.00;$ 0.00
2024;7;OE;LATAM;Guatemala;TV Cable;$ 21,441;0;$ 21,440.90;$ 0.00
2024;7;OE;LATAM;Honduras;SEM-Brand;$ 1,599;264;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;SEO;$ 0;28;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;Direct;$ 0;50;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;Agent Created;$ 0;3;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;Unknown;$ 25;7;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;Desktop LP Login;$ 0;4;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;Mobile App;$ 0;96;$ 0.00;$ 0.00
2024;7;OE;LATAM;Honduras;TV Cable;$ 11,465;0;$ 11,465.18;$ 0.00
2024;7;OE;LATAM;Mexico;SEM-Brand;$ 170,239;6,545;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;SEO;$ 0;1,067;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;Direct;$ 0;544;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;Agent Created;$ 0;283;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;Unknown;$ 1,693;352;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;Desktop LP Login;$ 0;56;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;Mobile App;$ 0;1,103;$ 0.00;$ 0.00
2024;7;OE;LATAM;Mexico;TV Cable;$ 178,119;0;$ 178,119.45;$ 173,048.02
2024;7;OE;LATAM;Nicaragua;SEM-Brand;$ 967;174;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;SEO;$ 0;26;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;Direct;$ 0;27;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;Agent Created;$ 0;5;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;Unknown;$ 12;12;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;Mobile App;$ 0;71;$ 0.00;$ 0.00
2024;7;OE;LATAM;Nicaragua;TV Cable;$ 8,661;0;$ 8,660.94;$ 0.00
2024;7;OE;LATAM;Panama;SEM-Brand;$ 1,224;143;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;SEO;$ 0;34;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;Direct;$ 0;20;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;Agent Created;$ 0;3;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;Unknown;$ 2;2;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;Desktop LP Login;$ 0;4;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;Mobile App;$ 0;56;$ 0.00;$ 0.00
2024;7;OE;LATAM;Panama;TV Cable;$ 8,054;0;$ 8,054.13;$ 0.00
2024;7;OE;LATAM;Paraguay;SEM-Brand;$ 1,059;254;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;SEO;$ 0;32;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;Direct;$ 0;61;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;Agent Created;$ 0;3;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;Unknown;$ 6;16;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;Mobile App;$ 0;32;$ 0.00;$ 0.00
2024;7;OE;LATAM;Paraguay;TV Cable;$ 5,938;0;$ 5,938.12;$ 0.00
2024;7;OE;LATAM;Peru;SEM-Brand;$ 14,175;1,161;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;SEO;$ 0;421;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;Direct;$ 0;106;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;Agent Created;$ 0;50;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;Unknown;$ 11;94;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;Desktop LP Login;$ 0;10;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;Mobile App;$ 0;173;$ 0.00;$ 0.00
2024;7;OE;LATAM;Peru;TV Cable;$ 38,608;0;$ 38,608.40;$ 0.00
2024;7;OE;LATAM;TV LATAM Excl Arg Mex;TV Cable;$ 0;0;$ 0.00;$ 386,545.82
2024;7;OE;LATAM;Uruguay;SEM-Brand;$ 2,498;304;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;SEO;$ 0;62;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;Direct;$ 0;17;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;Agent Created;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;Unknown;$ 25;35;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;Mobile App;$ 0;16;$ 0.00;$ 0.00
2024;7;OE;LATAM;Uruguay;TV Cable;$ 12,966;0;$ 12,965.75;$ 0.00
2024;7;OE;US_PR;United States;SEM-Brand;$ 88,598;2,677;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;SEO;$ 0;526;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;Direct;$ 0;337;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;Agent Created;$ 0;408;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;Unknown;$ 8,612;187;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;BrandLift Media;$ 0;1;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;Desktop LP Login;$ 0;63;$ 0.00;$ 0.00
2024;7;OE;US_PR;United States;Mobile App;$ 0;1,377;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;SEM-Brand;$ 3,549;1,148;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;SEO;$ 0;362;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;Direct;$ 0;109;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;Agent Created;$ 0;18;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;Unknown;$ 0;12;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;ChatGPT;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;Desktop LP Login;$ 0;3;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;Mobile App;$ 0;62;$ 0.00;$ 0.00
2024;7;Open English Junior;Brazil;Brazil;TV Cable;$ 57,259;0;$ 57,258.94;$ 57,258.94
2024;7;Open English Junior;LATAM;Argentina;SEM-Brand;$ 805;217;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;SEO;$ 0;61;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;Direct;$ 0;45;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;Agent Created;$ 0;26;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;Unknown;$ 0;7;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;Desktop LP Login;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;Mobile App;$ 0;44;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Argentina;TV Cable;$ 11,665;0;$ 11,664.95;$ 11,390.59
2024;7;Open English Junior;LATAM;Bolivia;SEM-Brand;$ 136;18;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;SEO;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;Direct;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;Agent Created;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;Unknown;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;Mobile App;$ 0;5;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Bolivia;TV Cable;$ 641;0;$ 641.44;$ 0.00
2024;7;Open English Junior;LATAM;Chile;SEM-Brand;$ 1,822;332;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;SEO;$ 0;49;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;Direct;$ 0;10;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;Agent Created;$ 0;16;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;Unknown;$ 0;7;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;Mobile App;$ 0;13;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Chile;TV Cable;$ 7,948;0;$ 7,948.27;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;SEM-Brand;$ 3,551;723;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;SEO;$ 0;108;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;Direct;$ 0;44;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;Agent Created;$ 0;66;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;Unknown;$ 0;20;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;Mobile App;$ 0;131;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Colombia;TV Cable;$ 23,839;0;$ 23,839.49;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;SEM-Brand;$ 161;30;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;SEO;$ 0;4;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;Direct;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;Agent Created;$ 0;5;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;Mobile App;$ 0;19;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Costa Rica;TV Cable;$ 1,275;0;$ 1,275.44;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;SEM-Brand;$ 253;57;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;SEO;$ 0;13;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;Direct;$ 0;10;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;Agent Created;$ 0;9;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;Unknown;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;Mobile App;$ 0;70;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Dominican Republic;TV Cable;$ 1,924;0;$ 1,923.80;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;SEM-Brand;$ 347;80;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;SEO;$ 0;16;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;Direct;$ 0;33;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;Agent Created;$ 0;13;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;Unknown;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;Mobile App;$ 0;29;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Ecuador;TV Cable;$ 2,629;0;$ 2,628.71;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;SEM-Brand;$ 73;29;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;SEO;$ 0;9;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;Direct;$ 0;7;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;Agent Created;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;Unknown;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;Mobile App;$ 0;9;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;El Salvador;TV Cable;$ 807;0;$ 806.53;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;SEM-Brand;$ 258;51;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;SEO;$ 0;11;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;Direct;$ 0;4;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;Agent Created;$ 0;4;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;Unknown;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;Mobile App;$ 0;27;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Guatemala;TV Cable;$ 1,726;0;$ 1,725.60;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;SEM-Brand;$ 270;21;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;SEO;$ 0;6;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;Direct;$ 0;6;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;Agent Created;$ 0;3;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;Unknown;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;Mobile App;$ 0;24;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Honduras;TV Cable;$ 1,075;0;$ 1,075.37;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;SEM-Brand;$ 3,132;538;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;SEO;$ 0;89;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;Direct;$ 0;119;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;Agent Created;$ 0;65;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;Unknown;$ 0;19;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;Desktop LP Login;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;Mobile App;$ 0;129;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Mexico;TV Cable;$ 12,625;0;$ 12,624.47;$ 12,178.84
2024;7;Open English Junior;LATAM;Nicaragua;SEM-Brand;$ 73;15;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Nicaragua;SEO;$ 0;3;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Nicaragua;Direct;$ 0;3;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Nicaragua;Agent Created;$ 0;2;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Nicaragua;Unknown;$ 0;1;$ 0.00;$ 0.00
2024;7;Open English Junior;LATAM;Nicaragua;Mobile App;$ 0;18;$ 0.00;$ 0.00
